strain,name,accession,date,region,location,authors,sample_type,reads_or_assemblies
PHE160250A,SS14,ERR3684714,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160251A,SS14,ERR3684715,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160252A,SS14,ERR3684756,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160253A,SS14,ERR3684499,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160254A,SS14,ERR3684589,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160256A,SS14,ERR3684538,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160257A,SS14,ERR3684590,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160258A,SS14,ERR3684675,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160259A,SS14,ERR3684500,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160260A,SS14,ERR3684631,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160261A,SS14,ERR3684632,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160262A,SS14,ERR3684501,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160264A,SS14,ERR3684502,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160265A,SS14,ERR4045387,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160266A,SS14,ERR3684716,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160267A,SS14,ERR3684634,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160268A,SS14,ERR3684539,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160271A,SS14,ERR4045396,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160272A,SS14,ERR3684635,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160277A,SS14,ERR3684540,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160279A,SS14,ERR3684758,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160280A,SS14,ERR3684504,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160285A,SS14,ERR3684717,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160286A,SS14,ERR3684718,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160288A,SS14,ERR3684759,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160291A,SS14,ERR3684676,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160292A,SS14,ERR3684592,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160295A,SS14,ERR4045389,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160297A,SS14,ERR3684677,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160298A,SS14,ERR3684507,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160299A,SS14,ERR3684542,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160300A,SS14,ERR3684543,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160301A,SS14,ERR3684544,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160303A,SS14,ERR3684638,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160304A,SS14,ERR3684678,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160305A,SS14,ERR3684719,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160308A,SS14,ERR3684593,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160309A,SS14,ERR3684547,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160310A,SS14,ERR3684679,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160311A,SS14,ERR3684639,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160312A,SS14,ERR3684509,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160313A,SS14,ERR3684594,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160315A,SS14,ERR3684510,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160602A,SS14,ERR4045392,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE160628A,SS14,ERR3684606,2016-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170318A,SS14,ERR3684761,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170319A,SS14,ERR4045397,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170320A,SS14,ERR3684680,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170324A,SS14,ERR3684720,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170326A,SS14,ERR3684681,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170328A,SS14,ERR3684511,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170329A,SS14,ERR3684548,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170332A,SS14,ERR3684721,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170335A,SS14,ERR3684722,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170341A,SS14,ERR3811639,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170343A,SS14,ERR3684550,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170344A,SS14,ERR3684682,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170345A,SS14,ERR3684641,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170346A,SS14,ERR3684512,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170350A,SS14,ERR3684683,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170351A,SS14,ERR3684551,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170352A,SS14,ERR3684552,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170353A,SS14,ERR3684684,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170355A,SS14,ERR3684596,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170356A,SS14,ERR3684553,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170358A,SS14,ERR3684685,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170359A,SS14,ERR3811641,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170360A,SS14,ERR3684764,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170362A,SS14,ERR3684723,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170363A,SS14,ERR3811642,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170365A,SS14,ERR3684597,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170366A,SS14,ERR3684643,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170367A,SS14,ERR3684555,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170368A,SS14,ERR3699581,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170369A,SS14,ERR3684724,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170370A,SS14,ERR3684725,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170373A,SS14,ERR3684686,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170376A,SS14,ERR3684726,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170378A,SS14,ERR3684644,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170379A,SS14,ERR4045390,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170380A,SS14,ERR3684556,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170384A,SS14,ERR3684557,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170385A,SS14,ERR3684599,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170387A,SS14,ERR3684515,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170388A,SS14,ERR3684558,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170391A,SS14,ERR3684727,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170392A,SS14,ERR3684687,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170393A,SS14,ERR3684646,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170394A,SS14,ERR3684728,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170395A,SS14,ERR3811643,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170398A,SS14,ERR3684600,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170402A,SS14,ERR3684560,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170403A,SS14,ERR3684647,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170407A,SS14,ERR3684480,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170408A,SS14,ERR3684517,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170409A,SS14,ERR4045378,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170411A,SS14,ERR3684601,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170412A,SS14,ERR3684602,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_ALC002,SS14,ERR4853632,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC005,SS14,ERR4853563,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC009,SS14,ERR4853655,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC011,SS14,ERR4853548,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC015,SS14,ERR4899202,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC023,SS14,ERR4853549,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC032,SS14,ERR4853656,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC034,SS14,ERR4853588,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC035,SS14,ERR4853564,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC036,SS14,ERR4853633,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC048,SS14,ERR4853634,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC052,SS14,ERR4853657,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC053,SS14,ERR4853658,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC055,SS14,ERR4853589,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC056,SS14,ERR5207002,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC073,SS14,ERR4853635,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC076,SS14,ERR4853636,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC077,SS14,ERR4853599,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC078,SS14,ERR4853659,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC079,SS14,ERR4853637,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC103,SS14,ERR5206964,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC104,SS14,ERR5206965,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC105,SS14,ERR5206990,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC106,SS14,ERR5206966,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC107,SS14,ERR5206991,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC110,SS14,ERR5206967,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC111,SS14,ERR5206968,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC112,SS14,ERR5206969,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC115,SS14,ERR5206970,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC120,SS14,ERR5206971,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC123,SS14,ERR5206992,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC124,SS14,ERR5206972,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC125,SS14,ERR5206973,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC126,SS14,ERR5206974,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC129,SS14,ERR5207000,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC131,SS14,ERR5206975,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC133,SS14,ERR5206993,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC135,SS14,ERR5206976,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC136,SS14,ERR5206994,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC139,SS14,ERR5206977,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC142,SS14,ERR5206978,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC146,SS14,ERR5206979,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC149,SS14,ERR5206980,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC151,SS14,ERR5206981,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC152,SS14,ERR5206995,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC153,SS14,ERR5206982,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC155,SS14,ERR5206996,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC156,SS14,ERR5206997,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC158,SS14,ERR5206983,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC162,SS14,ERR5206984,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC168,SS14,ERR5206985,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC172,SS14,ERR5206986,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC173,SS14,ERR5206998,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC175,SS14,ERR5206999,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC179,SS14,ERR5206987,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC180,SS14,ERR5206988,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC181,SS14,ERR5206989,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_AUSBR-113,SS14,ERR5210582,2019-XX-XX,Oceania,australia,Beale_2021,Clinical_Swab,reads
TPA_AUSBR-39,SS14,ERR5210581,2019-XX-XX,Oceania,australia,Beale_2021,Clinical_Swab,reads
TPA_AUSBR-45,SS14,ERR5210570,2019-XX-XX,Oceania,australia,Beale_2021,Clinical_Swab,reads
TPA_AUSBR-83,SS14,ERR5207033,2019-XX-XX,Oceania,australia,Beale_2021,Clinical_Swab,reads
TPA_BCC004,SS14,ERR4993350,2000-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC005,SS14,ERR4899197,2000-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC008,SS14,ERR4853533,2001-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC009,SS14,ERR4899198,2001-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC014,SS14,ERR4853565,2002-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC017,SS14,ERR4853575,2002-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC023,SS14,ERR4853534,2003-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC026,SS14,ERR4853638,2004-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC027,SS14,ERR4853576,2004-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC029,SS14,ERR4853639,2004-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC030,SS14,ERR4993352,2004-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC032,SS14,ERR4853590,2004-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC034,SS14,ERR4853550,2005-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC036,SS14,ERR4853640,2005-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC038,SS14,ERR4853591,2005-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC040,SS14,ERR4993353,2006-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC044,SS14,ERR4899222,2009-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC045,SS14,ERR4899223,2010-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC049,SS14,ERR4853535,2011-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC052,SS14,ERR4853641,2011-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC055,SS14,ERR4853582,2011-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC058,SS14,ERR4853629,2011-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC061,SS14,ERR4853527,2012-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC063,SS14,ERR4853592,2012-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC064,SS14,ERR4853551,2012-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC075,SS14,ERR4853528,2012-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC078,SS14,ERR4853642,2012-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC079,SS14,ERR4853529,2012-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC085,SS14,ERR4853643,2013-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC102,SS14,ERR4853593,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC103,SS14,ERR5207003,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC106,SS14,ERR4853583,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC107,SS14,ERR4853644,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC108,SS14,ERR4853645,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC109,SS14,ERR4853537,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC111,SS14,ERR4899200,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC123,SS14,ERR4853594,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC125,SS14,ERR4853661,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC127,SS14,ERR4853584,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC128,SS14,ERR4853662,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC129,SS14,ERR4853663,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC130,SS14,ERR4853553,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC132,SS14,ERR4853554,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC134,SS14,ERR4993355,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC135,SS14,ERR4853664,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC137,SS14,ERR4853665,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC138,SS14,ERR4853666,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC139,SS14,ERR4853541,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC140,SS14,ERR4853667,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC141,SS14,ERR4853555,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC143,SS14,ERR4853668,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC144,SS14,ERR4853669,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC145,SS14,ERR4853670,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC146,SS14,ERR4853671,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC147,SS14,ERR4853556,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC153,SS14,ERR4853672,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC154,SS14,ERR4853543,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC156,SS14,ERR4853651,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC157,SS14,ERR4853544,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC161,SS14,ERR4853673,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC163,SS14,ERR4853545,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC165,SS14,ERR4899201,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC166,SS14,ERR4853674,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC172,SS14,ERR4853675,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC174,SS14,ERR4853559,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC175,SS14,ERR4853560,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC176,SS14,ERR4853676,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC180,SS14,ERR4853677,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC181,SS14,ERR4853561,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC182,SS14,ERR4853678,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC183,SS14,ERR4853679,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC185,SS14,ERR4853596,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC186,SS14,ERR4853597,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC187,SS14,ERR4853547,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC188,SS14,ERR4853654,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC191,SS14,ERR4853680,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC194,SS14,ERR4853681,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC195,SS14,ERR4853682,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC196,SS14,ERR4853585,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC197,SS14,ERR4853598,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC198,SS14,ERR4853562,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC199,SS14,ERR4853586,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BEL014,SS14,ERR4853660,2016-XX-XX,Europe,belgium,Beale_2021,Clinical_Swab,reads
TPA_EIR008,SS14,ERR4853684,2018-XX-XX,Europe,ireland,Beale_2021,Clinical_Swab,reads
TPA_EIR013,SS14,ERR4853653,2018-XX-XX,Europe,ireland,Beale_2021,Clinical_Swab,reads
TPA_EIR017,SS14,ERR4853587,2018-XX-XX,Europe,ireland,Beale_2021,Clinical_Swab,reads
TPA_ESBCN001,SS14,ERR4853650,2015-XX-XX,Europe,spain,Beale_2021,Clinical_Swab,reads
TPA_ESBCN002,SS14,ERR4853648,2015-XX-XX,Europe,spain,Beale_2021,Clinical_Swab,reads
TPA_ESBCN004,SS14,ERR4853647,2015-XX-XX,Europe,spain,Beale_2021,Clinical_Swab,reads
TPA_ESBCN015,SS14,ERR4853649,2015-XX-XX,Europe,spain,Beale_2021,Clinical_Swab,reads
TPA_HUN190022,SS14,ERR5207025,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN180006,SS14,ERR5207022,2018-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN180007,SS14,ERR5210572,2018-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190023,SS14,ERR5210574,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN180002,SS14,ERR5210571,2018-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190008,SS14,ERR5207014,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN200024,SS14,ERR5207018,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
